,method,label,path,id,AS,validity_AS,preservation_AS,Stefano,validity_Stefano,preservation_Stefano,Thao,validity_Thao,preservation_Thao,Davide,validity_Davide,preservation_Davide,Amr,validity_Amr,preservation_Amr,xiang,validity_xiang,preservation_xiang,Shangsu,validity_Shangsu,preservation_Shangsu,xin,validity_xin,preservation_xin,Linfeng,validity_Linfeng,preservation_Linfeng,yuting,validity_yuting,preservation_yuting,He,validity_He,preservation_He,short_path,mutation_number
78,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_85.npy,78,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_85,104.0
79,XAI,3,digit_of_sm_rr/_C_C_sm/digit_3_id_58.npy,79,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,_C_C_sm/digit_3_id_58,169.0
80,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_48.npy,80,9.0,True,False,4.0,True,True,4.0,True,True,4.0,True,True,10,True,False,7.0,True,False,4.0,True,True,4.0,True,True,,False,False,1.0,True,False,4.0,True,True,_C_C_sm/digit_4_id_48,83.0
81,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_16.npy,81,4.0,True,True,,False,False,1.0,True,False,,False,False,10,True,False,1.0,True,False,1.0,True,False,1.0,True,False,,False,False,,False,False,4.0,True,True,_C_C_sm/digit_4_id_16,64.0
82,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_102.npy,82,,False,False,,False,False,2.0,True,False,7.0,True,False,10,True,False,4.0,True,True,4.0,True,True,8.0,True,False,2.0,True,False,,False,False,2.0,True,False,_C_C_sm/digit_4_id_102,149.0
83,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_2.npy,83,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,_C_C_sm/digit_4_id_2,45.0
84,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_68.npy,84,,False,False,9.0,True,False,,False,False,4.0,True,True,10,True,False,1.0,True,False,,False,False,9.0,True,False,1.0,True,False,1.0,True,False,1.0,True,False,_C_C_sm/digit_4_id_68,177.0
85,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_62.npy,85,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4,True,True,4.0,True,True,4.0,True,True,4.0,True,True,,False,False,4.0,True,True,4.0,True,True,_C_C_sm/digit_4_id_62,37.0
86,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_45.npy,86,7.0,True,False,4.0,True,True,,False,False,,False,False,10,True,False,1.0,True,False,4.0,True,True,9.0,True,False,4.0,True,True,,False,False,4.0,True,True,_C_C_sm/digit_4_id_45,79.0
87,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_93.npy,87,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,_C_C_sm/digit_4_id_93,127.0
88,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_164.npy,88,9.0,True,False,9.0,True,False,7.0,True,False,4.0,True,True,10,True,False,4.0,True,True,4.0,True,True,4.0,True,True,9.0,True,False,,False,False,9.0,True,False,_C_C_sm/digit_4_id_164,102.0
89,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_186.npy,89,7.0,True,False,7.0,True,False,7.0,True,False,4.0,True,True,10,True,False,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,7.0,True,False,7.0,True,False,_C_C_sm/digit_4_id_186,137.0
90,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_165.npy,90,7.0,True,False,7.0,True,False,4.0,True,True,4.0,True,True,10,True,False,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,_C_C_sm/digit_4_id_165,161.0
91,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_47.npy,91,6.0,True,False,6.0,True,False,,False,False,9.0,True,False,10,True,False,,False,False,6.0,True,False,,False,False,1.0,True,False,,False,False,6.0,True,False,_C_C_sm/digit_4_id_47,226.0
92,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_54.npy,92,4.0,True,True,,False,False,,False,False,4.0,True,True,10,True,False,2.0,True,False,1.0,True,False,4.0,True,True,9.0,True,False,,False,False,4.0,True,True,_C_C_sm/digit_4_id_54,152.0
93,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_39.npy,93,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,10,True,False,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,_C_C_sm/digit_4_id_39,116.0
94,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_3.npy,94,0.0,True,False,0.0,True,False,4.0,True,True,9.0,True,False,10,True,False,4.0,True,True,0.0,True,False,4.0,True,True,4.0,True,True,,False,False,4.0,True,True,_C_C_sm/digit_4_id_3,51.0
95,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_45.npy,95,,False,False,4.0,True,True,2.0,True,False,9.0,True,False,10,True,False,1.0,True,False,4.0,True,True,4.0,True,True,4.0,True,True,,False,False,4.0,True,True,_C_C_sm/digit_4_id_45,79.0
96,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_25.npy,96,9.0,True,False,4.0,True,True,4.0,True,True,4.0,True,True,4,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,4.0,True,True,_C_C_sm/digit_4_id_25,118.0
97,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_192.npy,97,9.0,True,False,9.0,True,False,3.0,True,False,9.0,True,False,10,True,False,7.0,True,False,9.0,True,False,9.0,True,False,9.0,True,False,3.0,True,False,9.0,True,False,_C_C_sm/digit_4_id_192,78.0
98,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_132.npy,98,,False,False,,False,False,,False,False,,False,False,10,True,False,1.0,True,False,1.0,True,False,,False,False,1.0,True,False,,False,False,4.0,True,True,_C_C_sm/digit_4_id_132,282.0
99,XAI,4,digit_of_sm_rr/_C_C_sm/digit_4_id_103.npy,99,,False,False,,False,False,,False,False,,False,False,10,True,False,8.0,True,False,,False,False,1.0,True,False,1.0,True,False,,False,False,,False,False,_C_C_sm/digit_4_id_103,268.0
100,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_97.npy,100,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,_C_C_sm/digit_5_id_97,40.0
101,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_82.npy,101,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,_C_C_sm/digit_5_id_82,87.0
102,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_66.npy,102,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,9.0,True,False,5.0,True,True,5.0,True,True,5.0,True,True,_C_C_sm/digit_5_id_66,65.0
103,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_175.npy,103,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,_C_C_sm/digit_5_id_175,99.0
104,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_168.npy,104,5.0,True,True,5.0,True,True,,False,False,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,,False,False,,False,False,,False,False,3.0,True,False,_C_C_sm/digit_5_id_168,90.0
105,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_186.npy,105,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,8.0,True,False,5.0,True,True,9.0,True,False,5.0,True,True,,False,False,9.0,True,False,_C_C_sm/digit_5_id_186,52.0
106,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_25.npy,106,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,_C_C_sm/digit_5_id_25,150.0
107,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_102.npy,107,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,_C_C_sm/digit_5_id_102,40.0
108,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_165.npy,108,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,_C_C_sm/digit_5_id_165,116.0
109,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_0.npy,109,5.0,True,True,0.0,True,False,6.0,True,False,8.0,True,False,5,True,True,,False,False,8.0,True,False,8.0,True,False,9.0,True,False,9.0,True,False,9.0,True,False,_C_C_sm/digit_5_id_0,130.0
110,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_54.npy,110,3.0,True,False,3.0,True,False,,False,False,,False,False,10,True,False,4.0,True,False,,False,False,,False,False,,False,False,,False,False,3.0,True,False,_C_C_sm/digit_5_id_54,196.0
111,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_115.npy,111,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,3.0,True,False,_C_C_sm/digit_5_id_115,70.0
112,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_31.npy,112,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,_C_C_sm/digit_5_id_31,81.0
113,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_101.npy,113,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,_C_C_sm/digit_5_id_101,52.0
114,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_191.npy,114,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,_C_C_sm/digit_5_id_191,24.0
115,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_161.npy,115,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,_C_C_sm/digit_5_id_161,98.0
116,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_140.npy,116,5.0,True,True,8.0,True,False,5.0,True,True,5.0,True,True,10,True,False,8.0,True,False,8.0,True,False,8.0,True,False,3.0,True,False,8.0,True,False,8.0,True,False,_C_C_sm/digit_5_id_140,70.0
117,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_194.npy,117,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,_C_C_sm/digit_5_id_194,47.0
118,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_101.npy,118,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,_C_C_sm/digit_5_id_101,52.0
119,XAI,5,digit_of_sm_rr/_C_C_sm/digit_5_id_124.npy,119,5.0,True,True,5.0,True,True,5.0,True,True,5.0,True,True,10,True,False,5.0,True,True,5.0,True,True,9.0,True,False,5.0,True,True,9.0,True,False,9.0,True,False,_C_C_sm/digit_5_id_124,146.0
120,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_132.npy,120,5.0,True,False,,False,False,,False,False,5.0,True,False,10,True,False,,False,False,4.0,True,False,,False,False,,False,False,,False,False,4.0,True,False,_C_C_sm/digit_6_id_132,79.0
121,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_161.npy,121,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,5,True,False,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,_C_C_sm/digit_6_id_161,116.0
122,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_35.npy,122,5.0,True,False,5.0,True,False,5.0,True,False,5.0,True,False,5,True,False,6.0,True,True,5.0,True,False,5.0,True,False,5.0,True,False,5.0,True,False,5.0,True,False,_C_C_sm/digit_6_id_35,26.0
123,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_65.npy,123,,False,False,6.0,True,True,4.0,True,False,6.0,True,True,10,True,False,6.0,True,True,4.0,True,False,6.0,True,True,6.0,True,True,6.0,True,True,4.0,True,False,_C_C_sm/digit_6_id_65,197.0
124,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_41.npy,124,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,_C_C_sm/digit_6_id_41,61.0
125,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_191.npy,125,6.0,True,True,6.0,True,True,,False,False,6.0,True,True,10,True,False,4.0,True,False,,False,False,6.0,True,True,8.0,True,False,,False,False,,False,False,_C_C_sm/digit_6_id_191,132.0
126,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_87.npy,126,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6,True,True,4.0,True,False,4.0,True,False,6.0,True,True,6.0,True,True,4.0,True,False,4.0,True,False,_C_C_sm/digit_6_id_87,158.0
127,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_146.npy,127,,False,False,,False,False,,False,False,,False,False,10,True,False,2.0,True,False,0.0,True,False,,False,False,,False,False,,False,False,,False,False,_C_C_sm/digit_6_id_146,195.0
128,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_112.npy,128,5.0,True,False,5.0,True,False,6.0,True,True,5.0,True,False,5,True,False,5.0,True,False,6.0,True,True,6.0,True,True,5.0,True,False,,False,False,6.0,True,True,_C_C_sm/digit_6_id_112,140.0
129,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_72.npy,129,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,10,True,False,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,_C_C_sm/digit_6_id_72,98.0
130,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_42.npy,130,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,_C_C_sm/digit_6_id_42,146.0
131,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_170.npy,131,,False,False,6.0,True,True,,False,False,5.0,True,False,10,True,False,4.0,True,False,,False,False,6.0,True,True,,False,False,,False,False,,False,False,_C_C_sm/digit_6_id_170,184.0
132,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_88.npy,132,6.0,True,True,6.0,True,True,5.0,True,False,6.0,True,True,6,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,_C_C_sm/digit_6_id_88,41.0
133,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_68.npy,133,6.0,True,True,6.0,True,True,8.0,True,False,6.0,True,True,10,True,False,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,_C_C_sm/digit_6_id_68,43.0
134,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_180.npy,134,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6,True,True,6.0,True,True,6.0,True,True,6.0,True,True,,False,False,6.0,True,True,6.0,True,True,_C_C_sm/digit_6_id_180,76.0
135,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_116.npy,135,6.0,True,True,6.0,True,True,5.0,True,False,5.0,True,False,6,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,_C_C_sm/digit_6_id_116,223.0
136,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_109.npy,136,6.0,True,True,6.0,True,True,6.0,True,True,5.0,True,False,6,True,True,4.0,True,False,4.0,True,False,6.0,True,True,6.0,True,True,4.0,True,False,4.0,True,False,_C_C_sm/digit_6_id_109,33.0
137,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_156.npy,137,5.0,True,False,5.0,True,False,5.0,True,False,5.0,True,False,5,True,False,5.0,True,False,5.0,True,False,5.0,True,False,5.0,True,False,5.0,True,False,5.0,True,False,_C_C_sm/digit_6_id_156,196.0
138,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_61.npy,138,5.0,True,False,5.0,True,False,6.0,True,True,5.0,True,False,5,True,False,4.0,True,False,6.0,True,True,6.0,True,True,,False,False,3.0,True,False,3.0,True,False,_C_C_sm/digit_6_id_61,164.0
139,XAI,6,digit_of_sm_rr/_C_C_sm/digit_6_id_158.npy,139,5.0,True,False,6.0,True,True,6.0,True,True,5.0,True,False,6,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,6.0,True,True,_C_C_sm/digit_6_id_158,208.0
140,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_63.npy,140,,False,False,,False,False,1.0,True,False,,False,False,10,True,False,2.0,True,False,1.0,True,False,,False,False,2.0,True,False,,False,False,,False,False,_C_C_sm/digit_7_id_63,509.0
141,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_100.npy,141,3.0,True,False,3.0,True,False,3.0,True,False,3.0,True,False,3,True,False,3.0,True,False,3.0,True,False,1.0,True,False,3.0,True,False,3.0,True,False,3.0,True,False,_C_C_sm/digit_7_id_100,202.0
142,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_126.npy,142,,False,False,,False,False,7.0,True,True,2.0,True,False,10,True,False,0.0,True,False,7.0,True,True,,False,False,2.0,True,False,,False,False,7.0,True,True,_C_C_sm/digit_7_id_126,197.0
143,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_141.npy,143,,False,False,,False,False,1.0,True,False,1.0,True,False,10,True,False,2.0,True,False,1.0,True,False,1.0,True,False,1.0,True,False,,False,False,1.0,True,False,_C_C_sm/digit_7_id_141,241.0
144,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_169.npy,144,3.0,True,False,3.0,True,False,3.0,True,False,3.0,True,False,10,True,False,3.0,True,False,3.0,True,False,3.0,True,False,1.0,True,False,3.0,True,False,3.0,True,False,_C_C_sm/digit_7_id_169,129.0
145,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_17.npy,145,,False,False,,False,False,,False,False,,False,False,10,True,False,1.0,True,False,3.0,True,False,7.0,True,True,1.0,True,False,,False,False,7.0,True,True,_C_C_sm/digit_7_id_17,255.0
146,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_36.npy,146,7.0,True,True,7.0,True,True,7.0,True,True,7.0,True,True,7,True,True,7.0,True,True,7.0,True,True,7.0,True,True,7.0,True,True,2.0,True,False,7.0,True,True,_C_C_sm/digit_7_id_36,39.0
147,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_73.npy,147,,False,False,1.0,True,False,7.0,True,True,7.0,True,True,10,True,False,2.0,True,False,7.0,True,True,7.0,True,True,,False,False,7.0,True,True,3.0,True,False,_C_C_sm/digit_7_id_73,152.0
148,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_180.npy,148,7.0,True,True,1.0,True,False,1.0,True,False,7.0,True,True,10,True,False,1.0,True,False,1.0,True,False,1.0,True,False,1.0,True,False,,False,False,1.0,True,False,_C_C_sm/digit_7_id_180,854.0
149,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_98.npy,149,,False,False,,False,False,1.0,True,False,9.0,True,False,10,True,False,1.0,True,False,3.0,True,False,,False,False,1.0,True,False,,False,False,3.0,True,False,_C_C_sm/digit_7_id_98,292.0
150,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_98.npy,150,,False,False,,False,False,,False,False,,False,False,10,True,False,,False,False,1.0,True,False,,False,False,,False,False,,False,False,3.0,True,False,_C_C_sm/digit_7_id_98,292.0
151,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_49.npy,151,7.0,True,True,7.0,True,True,7.0,True,True,7.0,True,True,2,True,False,7.0,True,True,7.0,True,True,7.0,True,True,7.0,True,True,1.0,True,False,2.0,True,False,_C_C_sm/digit_7_id_49,222.0
152,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_179.npy,152,,False,False,,False,False,1.0,True,False,,False,False,10,True,False,,False,False,1.0,True,False,,False,False,2.0,True,False,,False,False,,False,False,_C_C_sm/digit_7_id_179,605.0
153,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_158.npy,153,,False,False,1.0,True,False,1.0,True,False,7.0,True,True,10,True,False,1.0,True,False,1.0,True,False,1.0,True,False,1.0,True,False,1.0,True,False,1.0,True,False,_C_C_sm/digit_7_id_158,248.0
154,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_71.npy,154,1.0,True,False,1.0,True,False,,False,False,1.0,True,False,10,True,False,2.0,True,False,1.0,True,False,1.0,True,False,1.0,True,False,,False,False,1.0,True,False,_C_C_sm/digit_7_id_71,346.0
155,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_151.npy,155,,False,False,3.0,True,False,3.0,True,False,,False,False,10,True,False,1.0,True,False,1.0,True,False,1.0,True,False,,False,False,,False,False,3.0,True,False,_C_C_sm/digit_7_id_151,335.0
156,XAI,7,digit_of_sm_rr/_C_C_sm/digit_7_id_70.npy,156,7.0,True,True,7.0,True,True,7.0,True,True,7.0,True,True,7,True,True,1.0,True,False,7.0,True,True,7.0,True,True,7.0,True,True,2.0,True,False,2.0,True,False,_C_C_sm/digit_7_id_70,73.0
